observation_id,source_id,case_id,case_family,run_class,mesh_level,mesh_status,source_case_root,source_path,source_row_key,observable_family,observable_type,span,segment_1d,station_start,station_end,window_id,time_window_start_s,time_window_end_s,time_window_source,n_samples,quantity,value,units,uncertainty_value,uncertainty_units,uncertainty_method,geometry_source,pressure_method,thermal_method,convergence_status,window_state,operating_point_verdict,admission_status,needs_special_gate_scrutiny,fit_eligible,validation_eligible,fit_use_status,validation_use_status,independence_group_id,quality_flags,provenance_notes
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:buoyancy_source_grad_pa_m:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,upper_leg,pressure,momentum_budget_density_gradient_buoyancy,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,buoyancy_source_grad_pa_m,-106.54072658037752,Pa/m,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:development_loss_pa:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,upper_leg,pressure,pressure_development_loss,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,development_loss_pa,1.4514521262637978,Pa,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:distributed_friction_pa:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,upper_leg,pressure,pressure_distributed_mechanical_loss,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,distributed_friction_pa,6.716638951731573,Pa,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,yes,yes,fit_target,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:dp_loss_ds_pa_per_m:upper_leg:section_mean_static_gradient,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,upper_leg:section_mean_static_gradient,pressure,segment_apparent_loss_gradient,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,dp_loss_ds_pa_per_m,-85.18696546054679,Pa/m,,,,source_contract_mesh_reduction_geometry,section_mean_static_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:dp_loss_ds_pa_per_m:upper_leg:section_mean_total_pressure_gradient,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,upper_leg:section_mean_total_pressure_gradient,pressure,segment_apparent_loss_gradient,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,dp_loss_ds_pa_per_m,-85.21930867038773,Pa/m,,,,source_contract_mesh_reduction_geometry,section_mean_total_pressure_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:excess_loss_factor_fapp_over_flam:upper_leg:section_mean_static_gradient,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,upper_leg:section_mean_static_gradient,pressure,segment_apparent_f_over_laminar,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,excess_loss_factor_fapp_over_flam,-10.509676899777645,dimensionless,,,,source_contract_mesh_reduction_geometry,section_mean_static_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:excess_loss_factor_fapp_over_flam:upper_leg:section_mean_total_pressure_gradient,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,upper_leg:section_mean_total_pressure_gradient,pressure,segment_apparent_f_over_laminar,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,excess_loss_factor_fapp_over_flam,-10.513667142692064,dimensionless,,,,source_contract_mesh_reduction_geometry,section_mean_total_pressure_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:f_corrected:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,upper_leg,pressure,momentum_budget_debuoyed_friction_factor,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,f_corrected,1.7533622958673054,dimensionless,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,yes,yes,fit_target,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:f_corrected_over_flam:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,upper_leg,pressure,momentum_budget_f_over_laminar,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,f_corrected_over_flam,2.297502780755604,dimensionless,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:f_debuoyed:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,upper_leg,pressure,pressure_debuoyed_friction_factor,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,f_debuoyed,1.7533622958673052,dimensionless,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,yes,yes,fit_target,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:friction_grad_corrected_pa_m:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,upper_leg,pressure,momentum_budget_mechanical_loss_gradient,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,friction_grad_corrected_pa_m,18.820733957052155,Pa/m,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:inertial_grad_pa_m:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,upper_leg,pressure,momentum_budget_inertial_gradient,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,inertial_grad_pa_m,0.0319541464190802,Pa/m,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:minor_loss_pa:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,upper_leg,pressure,pressure_minor_loss,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,minor_loss_pa,0.7097390466380116,Pa,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:residual_fraction:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,upper_leg,pressure,pressure_residual_fraction,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,residual_fraction,0.0,dimensionless,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:residual_pa:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,upper_leg,pressure,pressure_residual,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,residual_pa,0.0,Pa,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:reynolds_number:upper_leg:section_mean_static_gradient,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,upper_leg:section_mean_static_gradient,pressure,segment_reynolds_number,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,reynolds_number,82.89250794490435,dimensionless,,,,source_contract_mesh_reduction_geometry,section_mean_static_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_3_jin_coarse_mesh:pressure:upper_leg:reynolds_number:upper_leg:section_mean_total_pressure_gradient,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,upper_leg:section_mean_total_pressure_gradient,pressure,segment_reynolds_number,upper_leg,upper_leg,,,viscosity_screening_salt_test_3_jin_coarse_mesh:source_contract_requested_window,2511.0,2514.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,reynolds_number,82.89250794490435,dimensionless,,,,source_contract_mesh_reduction_geometry,section_mean_total_pressure_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_3_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_3_jin_coarse_mesh:time_window:case:total_Q_net:viscosity_screening_salt_test_3_jin_coarse_mesh::total_Q_net::last_0.50,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_3_jin_coarse_mesh,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,viscosity_screening_salt_test_3_jin_coarse_mesh::total_Q_net::last_0.50,thermal,quasi_steady_window_mean,case,case,,,viscosity_screening_salt_test_3_jin_coarse_mesh::total_Q_net::last_0.50,1258.0,2515.0,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,1258,total_Q_net,1.0310341184419713,W,0.050299994823269835,W,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",source_contract_mesh_reduction_geometry,not_applicable,thermal_monitor_timeseries,stationary,oscillatory_not_steady,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh::total_Q_net::relaxation_path,time_series_correlated_not_independent_samples;role_conservation;frozen_extraction_window_older_than_available_case_latest,"From July 7 quasi-steady UQ table; used as validation target, not extra independent fit rows."
viscosity_screening_salt_test_3_jin_coarse_mesh:time_window:case:wall_duty::gross:viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::gross::last_0.50,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_3_jin_coarse_mesh,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::gross::last_0.50,thermal,quasi_steady_window_mean,case,case,,,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::gross::last_0.50,1258.0,2515.0,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,1258,wall_duty::gross,545.6290305416544,W,0.13617186966824774,W,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",source_contract_mesh_reduction_geometry,not_applicable,thermal_monitor_timeseries,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::gross::relaxation_path,time_series_correlated_not_independent_samples;role_thermal_duty;frozen_extraction_window_older_than_available_case_latest,"From July 7 quasi-steady UQ table; used as validation target, not extra independent fit rows."
viscosity_screening_salt_test_3_jin_coarse_mesh:time_window:case:wall_duty::heat_in:viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::heat_in::last_0.50,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_3_jin_coarse_mesh,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::heat_in::last_0.50,thermal,quasi_steady_window_mean,case,case,,,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::heat_in::last_0.50,1258.0,2515.0,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,1258,wall_duty::heat_in,273.33003226314787,W,0.06778574573375126,W,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",source_contract_mesh_reduction_geometry,not_applicable,thermal_monitor_timeseries,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::heat_in::relaxation_path,time_series_correlated_not_independent_samples;role_thermal_duty;frozen_extraction_window_older_than_available_case_latest,"From July 7 quasi-steady UQ table; used as validation target, not extra independent fit rows."
viscosity_screening_salt_test_3_jin_coarse_mesh:time_window:case:wall_duty::heat_out:viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::heat_out::last_0.50,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_3_jin_coarse_mesh,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::heat_out::last_0.50,thermal,quasi_steady_window_mean,case,case,,,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::heat_out::last_0.50,1258.0,2515.0,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,1258,wall_duty::heat_out,-272.29899827850664,W,0.0785091650082059,W,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",source_contract_mesh_reduction_geometry,not_applicable,thermal_monitor_timeseries,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::heat_out::relaxation_path,time_series_correlated_not_independent_samples;role_thermal_duty;frozen_extraction_window_older_than_available_case_latest,"From July 7 quasi-steady UQ table; used as validation target, not extra independent fit rows."
viscosity_screening_salt_test_3_jin_coarse_mesh:time_window:case:wall_duty::net:viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::net::last_0.50,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,salt,mainline_jin_continuation,coarse,coarse_no_gci,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_3_jin_coarse_mesh,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::net::last_0.50,thermal,quasi_steady_window_mean,case,case,,,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::net::last_0.50,1258.0,2515.0,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,1258,wall_duty::net,1.0310339846411718,W,0.0502985840594732,W,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",source_contract_mesh_reduction_geometry,not_applicable,thermal_monitor_timeseries,stationary,oscillatory_not_steady,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_3_jin_coarse_mesh::wall_duty::net::relaxation_path,time_series_correlated_not_independent_samples;role_conservation;frozen_extraction_window_older_than_available_case_latest,"From July 7 quasi-steady UQ table; used as validation target, not extra independent fit rows."
