task_id,row_index,role,owner,board_status,status_file,status_file_exists,duplicate_active_id,has_active_like_status,scope_contains_scheduler,scope_contains_external_fluid,goal_summary,cleanup_recommendation
AGENT-232,145,Coordinator / Implementer / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-232.md,false,false,false,true,true,Document the pressure-decomposition misunderstanding and replace the main slide figure with a presentation-safe mechanical-pressure chart that respects downcomer/upcomer flow direction context and avoids treating signed `p_rgh` density-grad,Move completed row out of Active during next board cleanup.
AGENT-231,146,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-231.md,false,false,false,true,true,"Implement the read-only follow-on mesh-refinement analyses: reconcile external coarse sources with mainline continuations, merge full-history endpoint monitor files, build GCI/UQ readiness outputs, and document blockers without staging, reg",Move completed row out of Active during next board cleanup.
AGENT-230,147,Coordinator / Implementer / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-230.md,false,false,false,true,true,Audit and correct the pressure-decomposition chart's density-gradient buoyancy sign convention so the presentation does not confuse station-order `p_rgh` bookkeeping with along-flow heater/cooler physics. STATUS: COMPLETE 2026-07-09.,Move completed row out of Active during next board cleanup.
AGENT-229,148,Coordinator / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-229.md,false,false,false,true,true,"Document the implemented F1, F3 Hagenbach, F3 Shah apparent, F4 leg-class, and diagnostic Ri-F4 friction-correlation math in a thesis-facing report package with provenance, equations, coefficients, limitations, and slide-ready wording. STAT",Move completed row out of Active during next board cleanup.
AGENT-228,149,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-228.md,false,false,false,true,true,"Implement the first mesh-refinement categorization and lightweight postProcessing quality gate: categorize all 24 Salt mesh cases, summarize endpoint Jin monitors from existing postProcessing, emit GCI readiness candidates, and document adm",Move completed row out of Active during next board cleanup.
AGENT-227,150,Coordinator / Cleaner,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-227.md,false,false,false,false,true,Compare top-level unsorted `work_products` entries against sorted month/day packages and remove only unsorted duplicate compatibility entries or byte-identical duplicate directories; preserve unique or changed top-level directories. STATUS:,Move completed row out of Active during next board cleanup.
AGENT-226,151,Coordinator / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-226.md,false,false,false,true,true,"Inventory Ethan's newly readable Salt coarse/medium/fine mesh folders, document structure/provenance/admission gates, and plan how to incorporate mesh uncertainty and later closure-correlation retries without staging, postprocessing, or mod",Move completed row out of Active during next board cleanup.
AGENT-225,152,Coordinator / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-225.md,false,false,false,true,false,Check current scheduler/gate state and add a July 9 live-status/deck-upgrade addendum to the July 8 presentation package without new CFD extraction or closure fitting. STATUS: COMPLETE 2026-07-09.,Move completed row out of Active during next board cleanup.
AGENT-224,153,Coordinator / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-224.md,false,false,false,true,true,"Compile this week's recent multi-agent CFD/1D closure work into today's dated curated journal, including where the previous session left off and the next steps. STATUS: COMPLETE 2026-07-09.",Move completed row out of Active during next board cleanup.
AGENT-223,154,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-223.md,false,false,false,true,true,"Build an integrated Salt 2/3/4 Jin hydraulic closure rigor audit: independent total-pressure proxy ledger, refined two-tap minor-loss status, station-resolved development diagnostics, recirculation invalidity quantification, uncertainty bud",Move completed row out of Active during next board cleanup.
AGENT-222,155,Coordinator / Implementer / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-222.md,false,false,false,true,true,"Evaluate user request to cancel live Salt1 nominal continuation and relaunch with lightweight monitor/replay in one allocation; stage a combined relaunch script if useful, but do not cancel the live job unless replacement submission is demo",Move completed row out of Active during next board cleanup.
AGENT-220,156,Coordinator / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-220.md,false,false,false,false,true,"Create tomorrow's TODO list for the thermal sampling follow-up: OpenFOAM sampling run, heater/cooler interior bracketing, junction bracketing, high-recirculation fidelity, no-`qr` radiation rule, and observation-table refresh to consume the",Move completed row out of Active during next board cleanup.
AGENT-221,157,Coordinator / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-221.md,false,false,false,true,true,"Add final user-requested closeout to today's curated journal, including presentation-package context, validation, caveats, and tomorrow pickup priorities. STATUS: COMPLETE 2026-07-08.",Move completed row out of Active during next board cleanup.
AGENT-218,158,Coordinator / Implementer / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-218.md,false,false,false,true,true,"Triage which rigor-strengthening studies can run overnight, set up and submit bounded post-processing/1D replay/gate-monitor jobs where appropriate, and document what is already running versus what still requires new CFD or later admission.",Move completed row out of Active during next board cleanup.
AGENT-219,159,Coordinator / Implementer / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-219.md,false,false,false,true,true,"Expand tomorrow's presentation into slide titles, bullet points, figure calls, and speaker notes; identify missing/nice-to-have figures; create reusable-script figures from existing evidence only; document provenance and caveats. STATUS: CO",Move completed row out of Active during next board cleanup.
AGENT-217,160,Cleaner,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-217.md,false,false,false,false,true,"Group top-level dated generated `work_products/YYYY-MM-DD_*` packages first by month and then by day, preserving compatibility symlinks at the original paths and documenting the dry-run inventory/actions. STATUS: COMPLETE 2026-07-08. Moved ",Move completed row out of Active during next board cleanup.
AGENT-216,161,Reviewer / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-216.md,false,false,false,false,false,"Review Claude's literature/closure-term fit analyses for scientific rigor, documentation honesty, post-processing provenance, limitations, and studies needed before thesis/paper-grade use. STATUS: COMPLETE 2026-07-08. Rigor review written; ",Move completed row out of Active during next board cleanup.
AGENT-215,162,Coordinator / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-215.md,false,false,false,false,true,"Open a follow-up heat-ledger task for physical segment-interface enthalpy extraction and residual completion in a new package, reconciling the user-stated blocker with current July 8 endpoint/residual artifacts without modifying the foundat",Move completed row out of Active during next board cleanup.
AGENT-214,163,Coordinator / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-214.md,false,false,false,false,true,"Add a thorough July 8 closeout journal with explicit provenance, limitations, validation status, and next actions for the Codex-owned work so future agents and thesis/paper writing can trace what was done. STATUS: COMPLETE 2026-07-08. Raw a",Move completed row out of Active during next board cleanup.
AGENT-213,164,Coordinator / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-213.md,false,false,false,false,true,"Record the 3D-to-1D thermal-interface comparison policy: use realized CFD heater `wallHeatFlux` and CFD cooler heat removed as comparison inputs, not idealized resistor wattage or idealized cooler capacity; document thesis limitations; add ",Move completed row out of Active during next board cleanup.
AGENT-210,165,Implementer / Writer,claude,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-210.md,false,false,false,false,false,"(1) Implement F6_phi_re friction closure (phi × F3_shah, power-law phi per leg class); (2) Add self-consistent Ri per segment to solver output (diagnostic); (3) Document insulation cautionary note; (4) Run local minor loss separation study;",Move completed row out of Active during next board cleanup.
AGENT-211,166,Coordinator / Implementer / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-211.md,false,false,false,false,false,"Craft and launch background `srun` fixed-mdot 1D thermal replay runs under CFD-informed heat-gain/loss scenarios, keep hydraulic residuals diagnostic, document solver settings/assumptions/provenance, and record how this thermal replay packa",Move completed row out of Active during next board cleanup.
AGENT-212,167,Coordinator / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-212.md,false,false,false,false,false,"Consolidate today's multi-agent analysis into one journal rollup, identify presentation-ready figures/findings and remaining work, and draft a reusable prompt for a future agent to thoroughly execute the closure-analysis/presentation update",Move completed row out of Active during next board cleanup.
AGENT-204,168,Implementer / Writer,claude,COMPLETE,.agent/status/2026-07-15_AGENT-204.md,false,false,false,false,false,"Audit Ri characteristic length in the CFD solver: verify D_h vs tube-length L choice, identify global D = 22.098 mm hardcoding and 5.7% test-section error, document boundary conditions in detail (heater Q breakdown, cooler Q, test section b",Move completed row out of Active during next board cleanup.
AGENT-205,169,Coordinator / Writer,codex,COMPLETE,.agent/status/2026-07-15_AGENT-205.md,false,false,false,false,true,"Document authoritative CFD and 1D geometry/BC contract, Salt 1 normal/base-continuation status, corrected Salt Q latest-window status, and non-duplicative run-plan candidates for any future 1/4-node Salt 1 continuation bundle. STATUS: COMPL",Move completed row out of Active during next board cleanup.
AGENT-206,170,Coordinator / Implementer / Writer,codex,COMPLETE,.agent/status/2026-07-15_AGENT-206.md,false,false,false,false,false,"Stage a corrected Salt1 nominal continuation from the June 25 base-continuation candidate with convergence monitor diagnostic-only, submit a single 64-rank continuation job if preflight is clean, and document the job/provenance. STATUS: COM",Move completed row out of Active during next board cleanup.
AGENT-207,171,Coordinator / Implementer / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-207.md,false,false,false,false,false,"Document what heater imposed duty versus realized wallHeatFlux means, audit the current 1D test-section heat-source implementation, and refresh the postprocessor heat charts to use span endpoint enthalpy residuals now present in the patchwi",Move completed row out of Active during next board cleanup.
AGENT-208,172,Coordinator / Implementer / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-208.md,false,false,false,false,false,"Build the audited CFD thermal boundary contract and frozen-hydraulics replay plan for Salt 2/3/4: preserve patch roles, enthalpy residual caveats, 1D solver state, required tests, and iteration gates before model-form bakeoff. STATUS: COMPL",Move completed row out of Active during next board cleanup.
AGENT-209,173,Coordinator / Implementer / Writer,codex,COMPLETE 2026-07-08,.agent/status/2026-07-15_AGENT-209.md,false,false,false,false,false,"Deep-dive the 1D thermal-state mismatch: report exact heater imposed/wallHeatFlux values, quantify four remedy paths against existing artifacts, document `qr` radiation handling, and produce a fixed-mdot/frozen-hydraulics solver implementat",Move completed row out of Active during next board cleanup.
AGENT-203,174,Implementer,claude,COMPLETE,.agent/status/2026-07-15_AGENT-203.md,false,false,false,false,false,"Extract mass-flux-weighted bulk T at span endpoint stations (s00, s04) using existing 8-col XY cut files; derive T from rho inversion (T=(2293.6-rho)/0.7497); compute delta_T and implied mdot from Q_wall/cp/delta_T energy balance; output sp",Move completed row out of Active during next board cleanup.
AGENT-201,175,Coordinator / Writer,claude,COMPLETE,.agent/status/2026-07-15_AGENT-201.md,false,false,false,false,false,"End-of-day context journal: document all session work (AGENT-193–200), current job states, work products with provenance, key findings, and tomorrow's action plan. STATUS: COMPLETE.",Move completed row out of Active during next board cleanup.
AGENT-200,176,Implementer,claude,COMPLETE,.agent/status/2026-07-15_AGENT-200.md,false,false,false,false,false,"Implement F5_ri_corrected in friction_closures.py: F3_shah baseline × phi(Ri_streamwise, leg_class) where phi fitted 1-parameter OLS per leg class from calibration table; add ri_table field to ScenarioConfig; wire dispatch in solver.py; run",Move completed row out of Active during next board cleanup.
AGENT-199,177,Implementer,claude,COMPLETE,.agent/status/2026-07-15_AGENT-199.md,false,false,false,false,false,"Add 4 missing stub segments (top_horizontal_inlet/exit, bottom_horizontal_inlet/exit) to _F4_LEG_CLASS_BY_PARENT_SEGMENT in solver.py with provisional leg_class matching adjacent leg; verify actual segment names from campaigns.yaml/geometry",Move completed row out of Active during next board cleanup.
AGENT-197,178,Implementer,claude,COMPLETE,.agent/status/2026-07-15_AGENT-197.md,false,false,false,false,false,"Fix Shah entry flag: add SPAN_IS_ENTRY dict (test_section_span and left_upper_leg → False, others True); set development_loss_pa=0.0 for non-entry spans; add flow_reset_flag column; regenerate CSV/JSON; update tests. STATUS: COMPLETE. 11/11",Move completed row out of Active during next board cleanup.
AGENT-202,179,Coordinator / Implementer / Writer,codex,COMPLETE,.agent/status/2026-07-15_AGENT-202.md,false,false,false,false,true,"Build a read-only scenario-contract and observation-table audit: classify actual CFD insulation/radiation setup, Salt 1 nominal continuation usability, latest relevant continuation windows, and seed canonical observation rows without runnin",Move completed row out of Active during next board cleanup.
