case_key,case_id,run_class,field,field_path,patch_count,type_counts_json,has_boundary_field
salt3_jin_hi5q_corrected,salt_3,corrected_salt_q_perturbation,gammaInt,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/gammaInt,2,"{""zeroGradient"": 2}",True
salt3_jin_hi5q_corrected,salt_3,corrected_salt_q_perturbation,k,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/k,2,"{""kLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt3_jin_hi5q_corrected,salt_3,corrected_salt_q_perturbation,nut,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/nut,2,"{""nutLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt3_jin_hi5q_corrected,salt_3,corrected_salt_q_perturbation,omega,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/omega,2,"{""omegaWallFunction"": 1, ""zeroGradient"": 1}",True
salt3_jin_hi5q_corrected,salt_3,corrected_salt_q_perturbation,p,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/p,1,"{""calculated"": 1}",True
salt3_jin_hi5q_corrected,salt_3,corrected_salt_q_perturbation,p_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/p_rgh,1,"{""fixedFluxPressure"": 1}",True
salt3_jin_hi5q_corrected,salt_3,corrected_salt_q_perturbation,ph_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/ph_rgh,1,"{""zeroGradient"": 1}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,ReThetat,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/ReThetat,2,"{""zeroGradient"": 2}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/T,69,"{""externalTemperature"": 10, ""rcExternalTemperature"": 36, ""zeroGradient"": 23}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,U,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/U,2,"{""noSlip"": 1, ""slip"": 1}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,alphat,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/alphat,2,"{""compressible::alphatWallFunction"": 1, ""zeroGradient"": 1}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,epsilon,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/epsilon,2,"{""fixedValue"": 1, ""zeroGradient"": 1}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,gammaInt,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/gammaInt,2,"{""zeroGradient"": 2}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,k,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/k,2,"{""kLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,nut,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/nut,2,"{""nutLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,omega,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/omega,2,"{""omegaWallFunction"": 1, ""zeroGradient"": 1}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,p,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/p,1,"{""calculated"": 1}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,p_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/p_rgh,1,"{""fixedFluxPressure"": 1}",True
salt3_jin_hi10q_corrected,salt_3,corrected_salt_q_perturbation,ph_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/0/ph_rgh,1,"{""zeroGradient"": 1}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,ReThetat,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/ReThetat,2,"{""zeroGradient"": 2}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/T,69,"{""externalTemperature"": 10, ""rcExternalTemperature"": 36, ""zeroGradient"": 23}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,U,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/U,2,"{""noSlip"": 1, ""slip"": 1}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,alphat,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/alphat,2,"{""compressible::alphatWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,epsilon,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/epsilon,2,"{""fixedValue"": 1, ""zeroGradient"": 1}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,gammaInt,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/gammaInt,2,"{""zeroGradient"": 2}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,k,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/k,2,"{""kLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,nut,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/nut,2,"{""nutLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,omega,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/omega,2,"{""omegaWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,p,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/p,1,"{""calculated"": 1}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,p_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/p_rgh,1,"{""fixedFluxPressure"": 1}",True
salt4_jin_lo10q_corrected,salt_4,corrected_salt_q_perturbation,ph_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/ph_rgh,1,"{""zeroGradient"": 1}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,ReThetat,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/ReThetat,2,"{""zeroGradient"": 2}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/T,69,"{""externalTemperature"": 10, ""rcExternalTemperature"": 36, ""zeroGradient"": 23}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,U,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/U,2,"{""noSlip"": 1, ""slip"": 1}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,alphat,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/alphat,2,"{""compressible::alphatWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,epsilon,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/epsilon,2,"{""fixedValue"": 1, ""zeroGradient"": 1}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,gammaInt,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/gammaInt,2,"{""zeroGradient"": 2}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,k,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/k,2,"{""kLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,nut,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/nut,2,"{""nutLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,omega,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/omega,2,"{""omegaWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,p,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/p,1,"{""calculated"": 1}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,p_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/p_rgh,1,"{""fixedFluxPressure"": 1}",True
salt4_jin_lo5q_corrected,salt_4,corrected_salt_q_perturbation,ph_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/ph_rgh,1,"{""zeroGradient"": 1}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,ReThetat,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/ReThetat,2,"{""zeroGradient"": 2}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/T,69,"{""externalTemperature"": 10, ""rcExternalTemperature"": 36, ""zeroGradient"": 23}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,U,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/U,2,"{""noSlip"": 1, ""slip"": 1}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,alphat,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/alphat,2,"{""compressible::alphatWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,epsilon,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/epsilon,2,"{""fixedValue"": 1, ""zeroGradient"": 1}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,gammaInt,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/gammaInt,2,"{""zeroGradient"": 2}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,k,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/k,2,"{""kLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,nut,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/nut,2,"{""nutLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,omega,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/omega,2,"{""omegaWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,p,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/p,1,"{""calculated"": 1}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,p_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/p_rgh,1,"{""fixedFluxPressure"": 1}",True
salt4_jin_hi5q_corrected,salt_4,corrected_salt_q_perturbation,ph_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/ph_rgh,1,"{""zeroGradient"": 1}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,ReThetat,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/ReThetat,2,"{""zeroGradient"": 2}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/T,69,"{""externalTemperature"": 10, ""rcExternalTemperature"": 36, ""zeroGradient"": 23}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,U,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/U,2,"{""noSlip"": 1, ""slip"": 1}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,alphat,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/alphat,2,"{""compressible::alphatWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,epsilon,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/epsilon,2,"{""fixedValue"": 1, ""zeroGradient"": 1}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,gammaInt,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/gammaInt,2,"{""zeroGradient"": 2}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,k,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/k,2,"{""kLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,nut,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/nut,2,"{""nutLowReWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,omega,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/omega,2,"{""omegaWallFunction"": 1, ""zeroGradient"": 1}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,p,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/p,1,"{""calculated"": 1}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,p_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/p_rgh,1,"{""fixedFluxPressure"": 1}",True
salt4_jin_hi10q_corrected,salt_4,corrected_salt_q_perturbation,ph_rgh,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/0/ph_rgh,1,"{""zeroGradient"": 1}",True
