gate_id,source_id,case_id,span,property_mode,orientation,Re,Pr,Gr,Gr_star,Ri,Ra,Gz,hydraulic_reset_distance_m,hydraulic_reset_status,thermal_reset_status,reverse_flow_metric_status,source_envelope_status,pressure_residual_gate,same_qoi_uq_gate,single_stream_developing_allowed,blocking_reasons,coefficient_admission_status,source_paths
GSSB-069,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,shen_celsius_comparison,mostly_horizontal,84.474574,22.140687,1863.77,284.14248,0.26118023,41265.148,285.14183,0.14309042,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-070,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,sohal_janz_full,mostly_horizontal,65.202336,55.603727,1110.3672,169.28188,0.26118023,61740.554,552.72728,0.14309042,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-071,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,jin_viscosity_cp_1560_k_060,mostly_horizontal,111.85194,17.709567,52500.394,3210.4674,4.1963866,929759.23,121.13152,0.35684162,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-072,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,jin_viscosity_parida_cp_santini_k,mostly_horizontal,111.85194,17.738796,52500.394,3210.4674,4.1963866,931293.79,121.33145,0.35684162,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-073,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,replication_reis_jadyn,mostly_horizontal,91.251374,35.190884,34942.528,2136.781,4.1963866,1229658.4,196.37007,0.35684162,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-074,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,shen_celsius_comparison,mostly_horizontal,111.85194,17.100446,52500.394,3210.4674,4.1963866,897780.17,116.9652,0.35684162,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-075,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,sohal_janz_full,mostly_horizontal,91.251374,38.470523,34942.528,2136.781,4.1963866,1344257.3,214.67091,0.35684162,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-076,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,jin_viscosity_cp_1560_k_060,mostly_vertical_downcomer,128.40578,16.33607,20649.401,1231.5886,1.2523864,337330.07,125.10952,0.36576,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-077,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,jin_viscosity_parida_cp_santini_k,mostly_vertical_downcomer,128.40578,16.302381,20649.401,1231.5886,1.2523864,336634.4,124.85151,0.36576,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-078,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,replication_reis_jadyn,mostly_vertical_downcomer,107.85234,31.014682,14567.918,868.87175,1.2523864,451819.34,199.5056,0.36576,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-079,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,shen_celsius_comparison,mostly_vertical_downcomer,128.40578,15.85226,20649.401,1231.5886,1.2523864,327339.68,121.40427,0.36576,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-080,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,sohal_janz_full,mostly_vertical_downcomer,107.85234,34.031258,14567.918,868.87175,1.2523864,495764.58,218.91008,0.36576,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-081,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,jin_viscosity_cp_1560_k_060,mostly_horizontal,87.328316,23.271447,1590.5347,335.58271,0.20856094,37014.044,428.78036,0.098072727,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-082,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,jin_viscosity_parida_cp_santini_k,mostly_horizontal,87.328316,23.529302,1590.5347,335.58271,0.20856094,37424.172,433.53139,0.098072727,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-083,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,replication_reis_jadyn,mostly_horizontal,67.405019,51.342315,947.58342,199.92811,0.20856094,48651.126,730.17019,0.098072727,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-084,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,shen_celsius_comparison,mostly_horizontal,87.328316,22.140687,1590.5347,335.58271,0.20856094,35215.531,407.94592,0.098072727,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-085,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,sohal_janz_full,mostly_horizontal,67.405019,55.603727,947.58342,199.92811,0.20856094,52689.169,790.77431,0.098072727,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-086,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,jin_viscosity_cp_1560_k_060,mostly_horizontal,116.30921,16.945931,16083.777,983.47198,1.1889397,272554.59,120.51844,0.35687444,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-087,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,jin_viscosity_parida_cp_santini_k,mostly_horizontal,116.30921,16.940573,16083.777,983.47198,1.1889397,272468.41,120.48033,0.35687444,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-088,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,replication_reis_jadyn,mostly_horizontal,96.337345,32.873807,11034.412,674.71927,1.1889397,362743.11,193.65049,0.35687444,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-089,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,shen_celsius_comparison,mostly_horizontal,116.30921,16.406657,16083.777,983.47198,1.1889397,263881.02,116.68315,0.35687444,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-090,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,sohal_janz_full,mostly_horizontal,96.337345,36.008204,11034.412,674.71927,1.1889397,397329.34,212.11436,0.35687444,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
