family,branch,variable,decision,support_status,primary_limitation,explanation
cross_family,left_lower_leg,effective_ua,excluded,mixed_with_blocked_cases,thermal_low_usable_fraction,"cross_family / left_lower_leg / Effective UA': support=mixed_with_blocked_cases, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.941, min_abs_delta_t_range=0.003-4.397 K."
cross_family,left_lower_leg,thermal_resistance,excluded,mixed_with_blocked_cases,thermal_low_usable_fraction,"cross_family / left_lower_leg / Effective R'_th: support=mixed_with_blocked_cases, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.941, min_abs_delta_t_range=0.003-4.397 K."
cross_family,test_section_span,effective_htc,supporting_evidence,mixed_safe_and_internal,thermal_qc_marginal,"cross_family / test_section_span / Effective HTC: support=mixed_safe_and_internal, sign=mixed_driver_or_heat_role, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-3.728 K."
cross_family,test_section_span,effective_ua,supporting_evidence,mixed_safe_and_internal,thermal_qc_marginal,"cross_family / test_section_span / Effective UA': support=mixed_safe_and_internal, sign=mixed_driver_or_heat_role, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-3.728 K."
cross_family,test_section_span,thermal_resistance,supporting_evidence,mixed_safe_and_internal,thermal_qc_marginal,"cross_family / test_section_span / Effective R'_th: support=mixed_safe_and_internal, sign=mixed_driver_or_heat_role, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-3.728 K."
cross_family,left_upper_leg,effective_htc,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"cross_family / left_upper_leg / Effective HTC: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.938-0.949, min_abs_delta_t_range=0.231-3.716 K."
cross_family,left_upper_leg,effective_ua,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"cross_family / left_upper_leg / Effective UA': support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.938-0.949, min_abs_delta_t_range=0.231-3.716 K."
cross_family,left_upper_leg,thermal_resistance,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"cross_family / left_upper_leg / Effective R'_th: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.938-0.949, min_abs_delta_t_range=0.231-3.716 K."
cross_family,upper_leg,effective_htc,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"cross_family / upper_leg / Effective HTC: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.719-0.957, min_abs_delta_t_range=0.001-0.431 K."
cross_family,upper_leg,effective_ua,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"cross_family / upper_leg / Effective UA': support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.719-0.957, min_abs_delta_t_range=0.001-0.431 K."
cross_family,upper_leg,thermal_resistance,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"cross_family / upper_leg / Effective R'_th: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.719-0.957, min_abs_delta_t_range=0.001-0.431 K."
cross_family,upcomer,effective_htc,excluded,mixed_with_blocked_cases,derived_branch_component_blocked,"cross_family / upcomer / Effective HTC: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.802-0.960, min_abs_delta_t_range=0.003-3.182 K."
cross_family,upcomer,effective_ua,excluded,mixed_with_blocked_cases,derived_branch_component_blocked,"cross_family / upcomer / Effective UA': support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.802-0.960, min_abs_delta_t_range=0.003-3.182 K."
cross_family,upcomer,thermal_resistance,excluded,mixed_with_blocked_cases,derived_branch_component_blocked,"cross_family / upcomer / Effective R'_th: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.802-0.960, min_abs_delta_t_range=0.003-3.182 K."
cross_family,boundary_layer_landmarks,boundary_layer_context,contextual_evidence,internal_only_by_policy,not_a_headline_closure_metric,Boundary-layer landmarks remain comparative context rather than headline model evidence.
cross_family,all_branches,momentum_resistance,internal_only,proxy_only,inherits_hydraulic_disagreement,"Momentum resistance is a local proxy dp/ds divided by mdot, not a directly measured closure quantity."
water,left_lower_leg,"shear_friction,direct_pressure_gradient,momentum_resistance",excluded,resolved_exclude,"Weak wall-registered p_rgh signal plus oscillatory local finite-difference averaging. The branch-mean direct gradient changes sign because local positive and negative direct bins nearly cancel, even though the branch-end cumulative p_rgh drop remains positive at every retained time.","Treat the contradiction as a resolved exclusion rather than a usable hydraulic dependency. The direct p_rgh signal is about one order of magnitude smaller than the shear-implied branch drop (terminal ratio 0.104), and the mean direct gradient is effectively a weak-signal average over mixed-sign local derivatives."
water,left_lower_leg,"shear_friction,direct_pressure_gradient,momentum_resistance",excluded,resolved_exclude,"One retained time carries a unique branch alignment-sign flip relative to the modal left_lower_leg orientation, while the branch-end cumulative direct p_rgh drop stays positive for every retained time. The remaining branch-mean sign changes are weak-signal local cancellations rather than stable pressure-drop reversal.","Resolved exclusion. Water 2 left_lower_leg does not show evidence of a stable branchwise pressure-drop reversal. All retained times keep a positive branch-end cumulative direct p_rgh drop, one retained time carries a unique alignment-sign flip relative to the modal branch orientation, and the remaining sign changes in the branch-mean direct gradient are weak-signal finite-difference cancellations rather than robust reversals."
