source_id,case_id,patch_name,role,one_d_segment,bc_type,area_m2,start_face,n_boundary_faces,n_owner_samples,n_unique_owner_cells,T_wall_shell_K,T_wall_shell_min_K,T_wall_shell_max_K,T_wall_shell_std_K,proxy_definition,support_status,recon_case_dir,time_s,owner_path,boundary_path,T_field_path
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_lower_05_straight,heater,lower_leg,rcExternalTemperature,0.015262139,6454820,9360,9360,9360,493.054602388,485.019104,516.683767,8.112691088,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_lower_06_straight,heater,lower_leg,rcExternalTemperature,0.015262139,6464180,9360,9360,9360,487.909154641,467.87539,509.15569,6.415815271,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_lower_07_bend,ambient_wall,lower_leg,rcExternalTemperature,0.000660878,6473540,384,384,384,468.833458081,463.333056,473.265496,3.80697051,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_lower_08_straight,ambient_wall,lower_leg,rcExternalTemperature,0.005436027,6473924,3312,3312,3312,469.155245367,462.282303,473.178071,3.189500362,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_lower_09_fitting,ambient_wall,lower_leg,rcExternalTemperature,0.002184983,6477812,1296,1296,1296,467.354200681,459.276638,470.244515,2.224430817,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_right_01_lower,ambient_wall,downcomer,rcExternalTemperature,0.021145,6479684,12960,12960,12960,469.318512277,466.112401,471.637743,1.630033673,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_right_02_middle,ambient_wall,downcomer,rcExternalTemperature,0.021145,6492644,12960,12960,12960,469.493672085,465.105771,472.73506,2.186970302,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_right_03_upper,ambient_wall,downcomer,rcExternalTemperature,0.021145,6506180,12960,12960,12960,470.907059251,464.8352,477.311597,3.054446974,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_upper_01_straight,ambient_wall,cooling_branch,rcExternalTemperature,0.007621011,6519716,4656,4656,4656,470.439550931,452.606794,478.996583,9.497714015,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_upper_02_bend,ambient_wall,cooling_branch,rcExternalTemperature,0.000660878,6524372,384,384,384,469.649729969,451.979594,478.972109,10.070144952,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_upper_03_straight,ambient_wall,cooling_branch,rcExternalTemperature,0.008003952,6524756,4896,4896,4896,471.065835596,442.595635,478.945622,10.126888755,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_upper_07_straight,ambient_wall,cooling_branch,rcExternalTemperature,0.008003952,6547940,4896,4896,4896,480.560731038,478.912492,481.815814,0.717521192,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_upper_08_bend,ambient_wall,cooling_branch,rcExternalTemperature,0.000660878,6552836,384,384,384,480.774132081,479.449807,481.909907,0.736440042,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_upper_09_straight,ambient_wall,cooling_branch,rcExternalTemperature,0.007621011,6553796,4656,4656,4656,481.36021283,478.159307,484.098024,1.190374008,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
