path,category,kind,purpose,typical_inputs,typical_outputs,safe_example,when_to_use,when_not_to_use,safety
tools/analyze/cfd_closure_bundle.py,analysis and package builders,python,"Package defended CFD-derived closure terms for downstream 1D modeling. Workflow role: This is a closure-contract bundler. It reads the current defended Salt CFD closure recommendation tables, branch-development summar...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/cfd_closure_bundle.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/check_corrected_salt_preflight.py,analysis and package builders,python,Read-only preflight audit for corrected Salt Q perturbation cases. The corrected Salt campaign is usable for closure fitting only if the intended thermal perturbation is present in both the visible root field and the...,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/check_corrected_salt_preflight.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/check_hybrid_pressure_no_fit_performance_bakeoff.py,analysis and package builders,python,Validate the hybrid pressure no-fit performance bakeoff package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/check_hybrid_pressure_no_fit_performance_bakeoff.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/check_two_tap_section_effective_hybrid_pressure_scorecard.py,analysis and package builders,python,Validate the two-tap section-effective hybrid pressure scorecard package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/check_two_tap_section_effective_hybrid_pressure_scorecard.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/compute_gci.py,analysis and package builders,python,"Grid Convergence Index (GCI) calculator for 3-mesh studies (Lane L5, action #5). WHY THIS EXISTS --------------- Every TAMU-loop training case is `*_coarse_mesh`, yet both 1D READMEs state coarse mesh is diagnostic/re...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/compute_gci.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/derive_segment_friction.py,analysis and package builders,python,"Derive apparent Darcy friction factor per straight segment FROM section-mean pressure profiles (the geometry-measured way), as a cross-check on the legacy wall-based extractor (action L1/A3). WHY THIS EXISTS ---------...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/derive_segment_friction.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/derive_streamwise_momentum_budget.py,analysis and package builders,python,"Streamwise bulk momentum budget per leg -> friction WITHOUT embedded buoyancy. WHY (T1b, master TODO 2026-07-01): ----------------------------------- `derive_segment_friction.py` reads a single leg's streamwise `p_rgh...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/derive_streamwise_momentum_budget.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/diagnose_reconstructed_t_corruption.py,analysis and package builders,python,Diagnose the AGENT-245 reconstructed-T blocker without mutating case data.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/diagnose_reconstructed_t_corruption.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/diagnose_section_velocity.py,analysis and package builders,python,"Diagnose the section-mean velocity anomaly (AGENT-156 phase 2, task 2). PROBLEM ------- `sample_section_mean_pressure.py` found that, at clean cross-sections, the area-averaged normal velocity `areaAverage(U)?n` integ...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/diagnose_section_velocity.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/ethan_closure_modeling_v3_common.py,analysis and package builders,python,ethan closure modeling v3 common,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/ethan_closure_modeling_v3_common.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/ethan_salt_hardening_common.py,analysis and package builders,python,ethan salt hardening common,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/ethan_salt_hardening_common.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/litrev_common.py,analysis and package builders,python,Shared helpers for the July 13 lit-review closure-rigor packages.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/litrev_common.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/mixed_convection_reversal.py,analysis and package builders,python,"Hand-estimate buoyancy parameters for mixed-convection flow reversal in a vertical pipe (upcomer convection-cell onset), independent of the CFD groups. PURPOSE ------- Route B of operational_notes/06-26/30/2026-06-30_...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/mixed_convection_reversal.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/monitor_live_corrected_salt.py,analysis and package builders,python,Read-only live sanity monitor for corrected Salt Q perturbation runs.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/monitor_live_corrected_salt.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/openfoam_timeseries.py,analysis and package builders,python,"openfoam_timeseries.py ? parse OpenFOAM postProcessing scalar time series. Reusable, dependency-free (stdlib only) reader for the scalar functionObject outputs written by the Ethan TAMU loop CFD cases. It handles cont...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/openfoam_timeseries.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/palette_validator.py,analysis and package builders,python,"palette_validator.py ? computable checks for a categorical chart palette. Python port of the dataviz skill's `validate_palette.js`, kept in-repo so palette choices are reproducibly verified without a Node runtime. Any...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/palette_validator.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/plot_temperature_probes.py,analysis and package builders,python,plot temperature probes,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/plot_temperature_probes.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/plot_velocity_profiles.py,analysis and package builders,python,plot velocity profiles,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/plot_velocity_profiles.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/plot_wall_temperature_probes.py,analysis and package builders,python,plot wall temperature probes,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/plot_wall_temperature_probes.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/reconcile_freeze_windows.py,analysis and package builders,python,Reconcile claimed freeze-window times against on-disk CFD data (action #6). WHY THIS EXISTS --------------- The inspection found that freeze-window / representative-time CSVs reference retained times (e.g. salt2 -> 53...,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/reconcile_freeze_windows.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/represent_closures_per_case.py,analysis and package builders,python,"Re-present the CFD-derived friction / Nusselt closures HONESTLY (action #3). WHY THIS EXISTS --------------- The inspection found the 1D closures are sold as correlations f(Re), Nu(Re,Pr) but are actually calibrated f...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/represent_closures_per_case.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/run_cfd_bc_no_radiation_1d_parity.py,analysis and package builders,python,"Run radiation-off fixed-mdot 1D sensitivity diagnostics. AGENT-279 extends the AGENT-271 parity work. It keeps Fluid read-only, holds mdot at the CFD value, forces radiation off in the primary modes, imposes the CFD h...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/run_cfd_bc_no_radiation_1d_parity.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/run_cfd_informed_fixed_mdot_1d_replays.py,analysis and package builders,python,Run CFD-informed fixed-mdot 1D thermal replays. This AGENT-211 harness executes the fixed-mdot solver plan locally in ``ethan_runs`` without editing the externally owned Fluid solver. It holds the mass flow at the CFD...,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/run_cfd_informed_fixed_mdot_1d_replays.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/run_coupled_segment_m3ts_scorecard.py,analysis and package builders,python,Build the final coupled segment M3+TS admission scorecard.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/run_coupled_segment_m3ts_scorecard.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/run_ethan_straight_sensitivity_refresh_from_continuations.py,analysis and package builders,python,ethan straight sensitivity refresh from continuations,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/run_ethan_straight_sensitivity_refresh_from_continuations.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/run_mdot_temperature_overnight_compute_node_studies.py,analysis and package builders,python,Run local mdot/temperature overnight studies on a compute node.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/run_mdot_temperature_overnight_compute_node_studies.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/run_patch_boundary_fixed_mdot_1d_parity.py,analysis and package builders,python,Build and run patch-boundary fixed-mdot 1D thermal parity diagnostics. AGENT-271 consumes the AGENT-263 patch/segment boundary table and the AGENT-264 rcExternalTemperature audit. It keeps the external Fluid solver re...,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/run_patch_boundary_fixed_mdot_1d_parity.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/run_predictive_forward_v0_imposed_cooler.py,analysis and package builders,python,"Run pressure-rooted forward-v0 with heater input and imposed cooler duty. This runner is predictive only conditional on the imposed cooler duty. It uses Fluid's pressure-rooted solve, does not hold mdot at CFD, and jo...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/run_predictive_forward_v0_imposed_cooler.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/run_predictive_h1_proxy_rerun.py,analysis and package builders,python,"Run a bounded H1-like hydraulic proxy screen. This is not a faithful localized H1 implementation. Current Fluid only exposes aggregate MinorLosses, so this runner uses Salt2 train finite fit-target `K_local` rows as a...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/run_predictive_h1_proxy_rerun.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/salt_properties.py,analysis and package builders,python,Pure salt-property functions for the TAMU molten-salt loop (READ-ONLY replicas). WHY THIS EXISTS --------------- `tools/analyze/derive_segment_friction.py` derives an apparent Darcy friction factor per segment but lea...,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/salt_properties.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/submit_codex_board_queue_sbatch.sh,analysis and package builders,shell,codex board queue sbatch,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",bash tools/analyze/submit_codex_board_queue_sbatch.sh --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use from a login node for heavy work, without a scheduler row, or as a duplicate launch.",HPC/mutating capable; inspect first and do not run heavy work on login nodes
tools/analyze/submit_ethan_case_analysis_package_sbatch.sh,analysis and package builders,shell,ethan case analysis package sbatch,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",bash tools/analyze/submit_ethan_case_analysis_package_sbatch.sh --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use from a login node for heavy work, without a scheduler row, or as a duplicate launch.",HPC/mutating capable; inspect first and do not run heavy work on login nodes
tools/analyze/summarize_corner_pressure_drops.py,analysis and package builders,python,Summarize hydrostatic-corrected corner endpoint pressures from case-analysis CSVs. This helper does not reconstruct raw OpenFOAM fields. It reuses existing `feature_minor_loss_timeseries.csv` products generated by the...,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/summarize_corner_pressure_drops.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/svg_chart_kit.py,analysis and package builders,python,"svg_chart_kit.py ? small dependency-free toolkit for horizontal bar figures. A reusable set of SVG primitives for building slide/thesis-quality horizontal bar charts with the standard library only (no matplotlib), so...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/svg_chart_kit.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/svg_timeseries_chart.py,analysis and package builders,python,"svg_timeseries_chart.py ? line / trend / CLT SVG charts (stdlib only). 2-D time-series charts built on the shared `svg_chart_kit` theme and primitives: - `line_chart` full value-vs-time, one line per series (or an ens...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/svg_timeseries_chart.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/test_1d_conservative_thermal_ledger_residual_owner_contract.py,analysis and package builders,python,Focused checks for the 1D conservative thermal ledger contract builder.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_1d_conservative_thermal_ledger_residual_owner_contract,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_1d_model_hierarchy_ablation_ladder_packet.py,analysis and package builders,python,1d model hierarchy ablation ladder packet,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_1d_model_hierarchy_ablation_ladder_packet,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_1d_radiation_sensitivity.py,analysis and package builders,python,Tests for the 1D radiation sensitivity/capability package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_1d_radiation_sensitivity,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_1d_recirculation_switch_dry_contract.py,analysis and package builders,python,Focused checks for the dry 1D recirculation switch contract.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_1d_recirculation_switch_dry_contract,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_1d_regime_map_nondimensional_closure_eligibility.py,analysis and package builders,python,Focused checks for the 1D nondimensional regime map builder.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_1d_regime_map_nondimensional_closure_eligibility,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_1d_sensor_projection_operator_tp_tw_wall_bulk.py,analysis and package builders,python,1d sensor projection operator tp tw wall bulk,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_1d_sensor_projection_operator_tp_tw_wall_bulk,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_1d_setup_only_bc_uq_propagation.py,analysis and package builders,python,Focused checks for the setup-only BC UQ propagation contract.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_1d_setup_only_bc_uq_propagation,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_1d_thermal_pressure_root_coupling_stability_audit.py,analysis and package builders,python,1d thermal pressure root coupling stability audit,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_1d_thermal_pressure_root_coupling_stability_audit,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_1d_train_only_setup_uq_smoke_execution.py,analysis and package builders,python,1d train only setup uq smoke execution,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_1d_train_only_setup_uq_smoke_execution,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_1d_train_only_setup_uq_smoke_runbook.py,analysis and package builders,python,Focused checks for the train-only setup-UQ smoke runbook builder.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_1d_train_only_setup_uq_smoke_runbook,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_3d_1d_heat_loss_alignment.py,analysis and package builders,python,Tests for build_3d_1d_heat_loss_alignment.py.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_3d_1d_heat_loss_alignment,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_active_row_cleanup_and_forward_work_readiness.py,analysis and package builders,python,Tests for active-row cleanup and forward-work readiness audit.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_active_row_cleanup_and_forward_work_readiness,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_agent373_hydraulic_chain_node_verification.py,analysis and package builders,python,Tests for AGENT-421 AGENT-373 hydraulic-chain verification.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_agent373_hydraulic_chain_node_verification,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_assess_time_convergence.py,analysis and package builders,python,"Tests for assess_time_convergence.py, focused on the T3 operating-point gate. The gate distinguishes a genuinely re-equilibrated perturbation run (mdot moved from nominal by ~the Q^(1/3) expectation AND re-plateaued)...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_assess_time_convergence,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_best_predictive_heat_loss_discrepancy.py,analysis and package builders,python,Tests for build_best_predictive_heat_loss_discrepancy.py.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_best_predictive_heat_loss_discrepancy,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_blocker_research_path_next_step_synthesis.py,analysis and package builders,python,Tests for AGENT-539 blocker/research-path/next-step synthesis.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_blocker_research_path_next_step_synthesis,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_blocker_resolution_plan.py,analysis and package builders,python,Tests for the blocker-resolution plan builder.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_blocker_resolution_plan,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_blocker_resolution_wave_implementation.py,analysis and package builders,python,blocker resolution wave implementation,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_blocker_resolution_wave_implementation,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_boundary_internal_nu_residual_guardrails.py,analysis and package builders,python,Tests for build_boundary_internal_nu_residual_guardrails.py.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_boundary_internal_nu_residual_guardrails,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_boundary_layer_development_scorecard.py,analysis and package builders,python,Tests for the boundary-layer development scorecard.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_boundary_layer_development_scorecard,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_branch_local_internal_nu_unblock.py,analysis and package builders,python,Tests for AGENT-459 branch-local Internal-Nu unblock package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_branch_local_internal_nu_unblock,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_branch_specific_ordinary_pipe_scorecard.py,analysis and package builders,python,Tests for the branch-specific ordinary pipe scorecard.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_branch_specific_ordinary_pipe_scorecard,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
